"Alpha_3","nState","adminLevel","adm1InCovid","adm0InCovid","Lat","Long","n","date","nNewToday","nNewIn7Days","nNewIn14Days","t0","tlead7","tlead14","dateFirstInfection","lambdaFromAlgebraLag7","lambdaFromAlgebraLag14","Alpha_2","Name","Official_name","Common_name","TempLag14mean","TempLag7mean","TempLag14max","TempLag7max","TempLag14min","TempLag7min","rhLag14mean","rhLag7mean","rhLag14max","rhLag7max","rhLag14min","rhLag7min","uvLag14mean","uvLag7mean","uvLag14max","uvLag7max","uvLag14min","uvLag7min","ahLag14mean","ahLag7mean","ahLag14max","ahLag7max","ahLag14min","ahLag7min","nLead7","nLead14","admPop","nCells","popDenPerQD","admOld","propOld"
"CHN",31,1,"Fujian","China",26.0789,117.9874,59,"2020-01-27",24,120,202,2020-01-27,"2020-02-03","2020-02-10","2020-01-22",0.158549765990719,0.106213068815498,"CN","China","People's Republic of China",NA,13.4068442077587,14.8705421846593,18.1941762921622,18.1941762921622,9.80942750484966,11.6076014981605,80.4259134146403,83.1231518295831,91.5086701291975,91.4881810932188,69.7662355839759,74.0624612799141,43527.6709999361,38785.479857637,69846.7129394166,65150.0230644577,16378.8161858871,16590.1263910117,9.55318064247814,10.7499132367184,13.165988230163,13.165988230163,7.22693672180057,8.439865549168,179,261,26580634.2875977,175,151889.338786272,3902449.43774414,0.146815512207885
"CHN",31,1,"Guangxi","China",23.8298,108.7881,46,"2020-01-27",10,81,164,2020-01-27,"2020-02-03","2020-02-10","2020-01-22",0.145077955709928,0.108461866730598,"CN","China","People's Republic of China",NA,12.5260373452869,14.0417162568364,19.8853574710815,19.8853574710815,7.9806560050488,8.29808675182603,85.9068818576615,87.9511708753019,96.0985595424155,95.4558421032746,71.3697002851581,77.1488973470283,31542.7149097146,33932.301925372,71233.7397755938,68264.2539880664,10426.9181227924,13451.8847488744,9.85109928095168,11.0886925106734,14.9011402861012,14.8994086004424,6.19053703452868,6.85156252734964,127,210,32852790.234375,331,99253.1427020393,5646908.89086914,0.171885214332894
"CHN",31,1,"Jiangsu","China",32.9711,119.455,47,"2020-01-27",14,224,445,2020-01-27,"2020-02-03","2020-02-10","2020-01-22",0.25028160273852,0.167737936770161,"CN","China","People's Republic of China",NA,4.77784084177394,6.35033374836899,7.75709369462876,7.75709369462876,2.00615629844306,4.22556172705932,84.7975413338992,86.8350084203949,96.4289433035617,96.4101618831069,71.6410708789878,74.206682954566,30365.8346952397,25489.013016367,54625.4978673641,54437.5187167406,9074.42514826646,9988.50582858899,5.78871292482181,6.54920813149775,7.70004188749814,7.70004188749814,4.3200844205137,4.97857408170271,271,492,58848077.4804688,159,370113.694845715,12010814.7734375,0.204098677266454
"CHN",31,1,"Jiangxi","China",27.614,115.7221,72,"2020-01-27",36,319,699,2020-01-27,"2020-02-03","2020-02-10","2020-01-22",0.241720205852759,0.169358732467662,"CN","China","People's Republic of China",NA,7.56628750850835,9.04313958531789,12.2867142385728,12.2867142385728,4.40564079866549,5.23059607641561,86.9992468144239,89.379089348425,97.0437312113871,96.9896306958242,73.9466187236112,74.5419996391664,30393.3410165188,26265.5551410948,62418.6871974332,60545.9729646662,5775.91659404714,6149.65092619979,7.10902815695859,8.01341294767471,9.70909335243712,9.70909335243712,5.74993147230892,6.37691869151645,391,771,34022410.7089844,249,136636.187586283,5146938.61547852,0.151280832493135
"CHN",31,1,"Shanghai","China",31.202,121.4491,53,"2020-01-27",13,150,246,2020-01-27,"2020-02-03","2020-02-10","2020-01-22",0.191844866498524,0.12358226141704,"CN","China","People's Republic of China",NA,6.92769405654838,8.49651361085452,9.97713604094894,9.97713604094894,4.63808291956913,5.94352285852007,84.932698713166,90.0539612662205,97.1986239335509,97.1986239335509,71.5869078652735,79.0991650179467,28721.2637195019,23613.2689875374,57209.3877084082,57208.3332361555,5735.32841423529,5735.32841423529,6.67509767360806,7.76290593411537,8.61071690061121,8.61071690061121,4.8320243230679,5.75385543708801,203,299,17536077.03125,10,1753607.703125,3347381.015625,0.190885396412198
"CHN",31,1,"Shaanxi","China",35.1917,108.8701,46,"2020-01-28",11,96,173,2020-01-28,"2020-02-04","2020-02-11","2020-01-23",0.161026523016024,0.111459309523386,"CN","China","People's Republic of China",NA,0.349745722548749,1.32446566716046,2.56789289895213,2.551160008944,-2.24344796868356,-0.475609310948133,77.2978227874705,80.7626142038911,92.1296944691847,88.2503209188993,52.8251448746243,70.083353384867,41501.4169342039,38653.2432510683,56298.7365740527,47969.0693174615,24470.9142242002,28277.1079302109,3.92991090339896,4.37222692533744,4.88257250093072,4.88257250093072,2.68043298492822,3.72536115412376,142,219,27218125.934082,329,82729.8660610396,4630520.51371765,0.170126353479738
"CHN",31,1,"Yunnan","China",24.974,101.487,44,"2020-01-28",18,78,109,2020-01-28,"2020-02-04","2020-02-11","2020-01-22",0.145690201544999,0.0890177348195839,"CN","China","People's Republic of China",NA,9.41343161226126,8.73913518354832,12.5359667884621,12.3833644149433,4.176446876321,4.19727660847425,63.1259113554765,62.4433325066249,84.6396209741468,84.0269540548854,40.3360528718705,40.5077475269009,65330.9804543684,67947.553020027,78757.7979504478,78693.6214318666,42950.2671778994,53721.5518058437,5.68099921427243,5.3506347686094,7.25294614593692,6.88063971613191,3.72193138261862,3.73786695883973,122,153,34357651.6408691,560,61352.9493586949,5050067.30133057,0.146985229203599
"CHN",31,1,"Hainan","China",19.1959,109.7453,43,"2020-01-29",3,56,114,2020-01-29,"2020-02-05","2020-02-12","2020-01-22",0.119131390634432,0.0925032635467675,"CN","China","People's Republic of China",NA,20.2960731732991,19.60226805786,23.0142542653099,23.0010148915108,14.9979995846472,15.0010866047089,82.6072024028489,85.2297074561515,91.27681090854,91.2459386381533,71.6437469122647,79.6696894321025,58635.3120267481,51611.1955526428,80851.2661559069,77243.4725923153,17085.2341828292,17085.2341828292,14.7501796195734,14.6667349197062,17.3288322716492,17.3144085143958,10.0912940825042,11.1613277300919,99,157,5903510.80859375,47,125606.612948803,865424.779541016,0.146594934370445
"CHN",31,1,"Hebei","China",39.549,116.1306,48,"2020-01-29",15,87,203,2020-01-29,"2020-02-05","2020-02-12","2020-01-22",0.147724823932934,0.118160852015992,"CN","China","People's Republic of China",NA,-1.59564567193165,-0.783618516987738,0.937302844819516,0.899408949754325,-4.92679622337665,-2.45847880421619,69.4952446783877,72.8015794482067,85.6237026637353,82.6200679358251,44.0908792402024,63.6305089919632,42065.6534782397,42650.691344379,47748.2853572583,47097.7408702753,30699.4462952098,33461.1598622945,3.10009477890818,3.42933878270919,4.06955763701579,4.06852377778683,2.01572582438242,2.94096267966227,135,251,53471252.3425293,313,170834.67202086,9108973.37194824,0.170352721750324
"CHN",31,1,"Hubei","China",30.9756,112.2707,3554,"2020-01-29",0,16111,29812,2020-01-29,"2020-02-05","2020-02-12","2020-01-22",0.244395239450187,0.159961691978644,"CN","China","People's Republic of China",NA,4.29365562682691,4.43937253826802,7.23308452639588,6.64345851835011,1.21598769580577,2.60657394570531,86.5527829556529,89.8512181661605,96.4396768874079,96.3314012676698,71.5804607979803,79.8619904249588,34080.8585141433,26124.3536477438,60684.2241888221,51782.6978641573,8988.01222788253,10617.227180435,5.67962862173818,5.97476682669995,7.19828482676133,7.18517958903248,4.73885335601773,4.94354442101352,19665,33366,39082109.3701172,281,139082.239751307,7156828.07177734,0.183122870979159
"CHN",31,1,"Heilongjiang","China",47.862,127.7615,44,"2020-01-30",6,183,351,2020-01-30,"2020-02-06","2020-02-13","2020-01-23",0.23439434050902,0.156764009355919,"CN","China","People's Republic of China",NA,-15.9261511953871,-15.2672095830039,-11.9464151019075,-12.7202776857616,-20.0250477359538,-18.8937186117513,73.4359472517443,67.6236840783877,84.8611689646502,76.2035931472868,57.1271418830249,57.16019825347,30494.0830293547,32448.0750478196,35637.5925704961,34985.7135453629,23377.5781746269,28236.8487396684,1.12066563883784,1.0887518347863,1.52720747519961,1.36617156621069,0.729008525784924,0.72929393382971,227,395,28093769.7435913,701,40076.704341785,4772882.51061641,0.16989113793478
"CHN",31,1,"Liaoning","China",41.2956,122.6085,41,"2020-01-30",2,53,76,2020-01-30,"2020-02-06","2020-02-13","2020-01-22",0.118531816509385,0.0749001334352463,"CN","China","People's Republic of China",NA,-5.94728100549071,-5.63210434436207,-0.703548531210142,-2.64767745781227,-10.296080462416,-8.61554845619869,61.7965473937448,54.9686080707634,86.4411632544907,67.3735969309597,39.7128664323563,40.9593929912453,37926.2434786341,37850.7496431904,44968.7998669892,42418.1512109318,25673.8529144047,28890.4001795402,2.06211514435612,1.86126221379929,3.91318255283011,2.50425098741809,1.10966352418236,1.15632056430095,94,117,28822987.7949219,247,116692.258279036,5648937.44821167,0.195987226876143
"CHN",31,1,"Guangdong","China",23.3417,113.4244,436,"2020-01-31",82,598,825,2020-01-31,"2020-02-07","2020-02-14","2020-01-22",0.123363973102763,0.075858435186849,"CN","China","People's Republic of China",NA,14.8944932711045,13.2551205697547,21.6393795137465,20.5795019941621,10.266537156142,10.2693141089463,70.3517430964644,68.2904613056321,89.4566805417343,89.3414887686094,41.0416575223564,42.0937066178582,51796.0208402602,54215.8618116599,81222.023906378,80815.7295403711,20324.1456664186,21919.4053291337,9.50526450755656,8.37218824081006,15.9267489763644,15.1742159917105,4.42527617622155,4.46778424945413,1034,1261,78885424.6962891,252,313037.399588449,10536237.5516357,0.13356380588937
"CHN",31,1,"Xizang","China",29.1832,120.0934,538,"2020-01-31",110,468,617,2020-01-31,"2020-02-07","2020-02-14","2020-01-22",0.0894112557854143,0.0545712187710078,"CN","China","People's Republic of China",NA,-12.9308458105447,-14.229865548157,-8.1381416828858,-11.1581372159653,-17.9546145416279,-17.8201787914665,51.4350918159067,45.6675929345812,71.2679109131887,60.1295301686072,32.600421285906,33.2960510936398,79353.5292304084,83205.1744700431,87605.7633579445,87197.1988163811,66747.8110637616,75455.0885478607,0.896099742096499,0.638029635921226,1.83263396109777,1.14001758541658,0.319031393347269,0.321607307184026,1006,1155,2196564.52374268,559,3929.45353084557,257267.834414006,0.117122821402784
"CHN",31,1,"Beijing","China",40.1824,116.4142,168,"2020-02-01",29,147,207,2020-02-01,"2020-02-08","2020-02-15","2020-01-22",0.0898012370603392,0.0573544318976537,"CN","China","People's Republic of China",NA,-1.99627097073876,-1.13760224660551,0.737303792649522,0.683127506456696,-5.30021462315687,-3.64153573354233,60.566051476088,65.5489514990931,76.5300184231944,75.8354113660051,34.7494629113666,37.7672197604737,42832.9316328991,43703.1691335915,47796.5546747638,47788.6162096827,35045.3619479665,37683.7271607866,2.56619779944923,2.94288617329836,3.56817617514911,3.56817617514911,1.47544046400177,1.87439593771108,315,375,18499841.8681641,27,685179.328450521,3045129.24023438,0.164602987524702
"CHN",31,1,"Chongqing","China",30.0572,107.874,247,"2020-02-01",36,181,297,2020-02-01,"2020-02-08","2020-02-15","2020-01-22",0.078533551279117,0.0563972078734261,"CN","China","People's Republic of China",NA,8.00690179311794,7.31779605855345,10.7252057475925,8.57119418781107,6.33287103894424,6.33839558073043,82.5627956252625,81.2385515180453,93.0506127408748,90.2811819453107,71.6975498943849,72.4571840658257,32924.303848766,40392.8070166773,58446.2948941326,58431.1589455526,12397.9734919484,20606.2116694577,6.91183485690052,6.50038401019179,8.21045367245487,7.13692885697833,5.92167539511263,5.96943775025406,428,544,18960273.6953125,122,155412.079469775,4286766.45556641,0.226092013462138
"CHN",31,1,"Hunan","China",27.6104,111.7088,389,"2020-02-01",57,414,612,2020-02-01,"2020-02-08","2020-02-15","2020-01-22",0.103539338618331,0.0675125311211982,"CN","China","People's Republic of China",NA,6.5361585751685,5.47809808855187,10.5892061154549,9.41252178052174,3.24072688477129,3.24072688477129,82.9855362861732,78.3425184775708,98.2860160083507,97.5922168034103,61.8096965646312,61.8969640983647,35680.1940474361,47562.0882975438,68983.1444319998,68983.1444319998,5432.08641568373,7255.33007423761,6.29756488330041,5.47574586436814,8.3316743304086,6.31471472264312,5.01568756904904,5.01568756904904,803,1001,47684893.4628906,307,155325.385872608,9070293.8840332,0.19021315190925
"CHN",31,1,"Shanxi","China",37.5777,112.2922,47,"2020-02-01",8,68,81,2020-02-01,"2020-02-08","2020-02-15","2020-01-22",0.127826360950456,0.0715630473006827,"CN","China","People's Republic of China",NA,-2.39466533161849,-1.90496162827756,0.275601373995007,-0.309129336047641,-4.80363650519039,-3.06998546986891,66.1181064150487,66.7182275183999,82.0538249830809,81.8381867920585,45.543541694722,47.8843823244885,46562.03814303,47581.7612075129,55749.0516703936,55749.0516703936,31787.1630334938,32263.1062918484,2.79481501588381,2.89275945942474,3.60425482850847,3.55863222615114,1.86761008573613,2.20495941434262,115,128,27642822.1733398,259,106729.043140308,4216784.68060303,0.152545375221128
"CHN",31,1,"Tianjin","China",39.3054,117.323,41,"2020-02-01",9,47,81,2020-02-01,"2020-02-08","2020-02-15","2020-01-22",0.109109249681986,0.0778892127163535,"CN","China","People's Republic of China",NA,-0.207716090097585,0.0568661541065839,1.61483320894884,1.61483320894884,-2.0191491094004,-1.45876838319122,65.4275786131252,68.4450815150127,82.0055975634784,80.0730155132587,34.5089777445353,52.6565744659708,43377.2395435174,43609.730611826,49030.9915746091,48963.7298190726,37281.322996945,37415.3974804792,3.14261545341495,3.35339628080184,3.98114638216355,3.96635298593615,1.76313020360644,2.64404460983852,88,122,11730557.2734375,23,510024.229279891,2002251.93066406,0.170686855192969
"CHN",31,1,"Anhui","China",31.8257,117.2264,340,"2020-02-02",43,439,622,2020-02-02,"2020-02-09","2020-02-16","2020-01-22",0.118437918322934,0.0742906309325356,"CN","China","People's Republic of China",NA,4.84211300173019,4.06947377026555,8.07634272640546,7.98188406169984,1.62751051896363,1.62751051896363,79.7857476556228,76.6647261331393,97.1209079593441,96.4320832969931,52.0710579420849,52.8557064586057,38476.5781152962,45544.2994206527,62076.0273739821,61947.090464829,9910.16964679637,10856.9312525931,5.3927354843609,4.86032622142883,7.17804228356254,5.43044449110223,4.11128432238125,4.19273604819237,779,962,41341125.609375,211,195929.505257701,8202326.14404297,0.198405970402096
"CHN",31,1,"Gansu","China",37.8099,101.0583,51,"2020-02-02",11,32,39,2020-02-02,"2020-02-09","2020-02-16","2020-01-23",0.0695735678674675,0.0405702884004242,"CN","China","People's Republic of China",NA,-4.76034676487832,-4.8650315182195,-2.38864420389637,-2.73776239340597,-6.77223262768317,-6.56688173446117,67.2819533839216,65.7287799380174,81.329478108561,78.8734405041034,45.9776006791798,50.4399990390958,53532.5076987921,56314.0581726769,64320.5953846581,64012.9556774621,37419.6575225538,44837.8694555271,2.41497637190245,2.34075220461835,3.14253006285424,3.00385365368362,1.58821571298631,1.74266986456113,83,90,17993718.2194824,461,39031.9267233892,3030652.1738884,0.168428344654581
"CHN",31,1,"Henan","China",33.882,113.614,493,"2020-02-02",71,540,738,2020-02-02,"2020-02-09","2020-02-16","2020-01-22",0.105673327868136,0.0653623537244117,"CN","China","People's Republic of China",NA,3.67608968228563,3.70813778676161,7.01404307396719,6.96299917085562,1.31371685621217,1.45830577097298,73.6164780743973,72.5745705381921,91.6067505300175,87.6122693989291,49.9082425291592,58.014439739768,44635.8245820358,48730.7491955952,58436.0313082185,58297.2500053919,20802.1938977933,26336.4342899212,4.59744973567419,4.52944751230536,5.77407922394175,4.99140074598223,3.33276034541635,3.98451546243491,1033,1231,67573171.0458984,258,261911.515681777,11349160.4631348,0.167953646210062
"CHN",31,1,"Shandong","China",36.3427,118.1498,230,"2020-02-02",24,214,307,2020-02-02,"2020-02-09","2020-02-16","2020-01-22",0.093963607644147,0.0605656275418335,"CN","China","People's Republic of China",NA,2.29265060024707,2.11973771083291,4.7754328733792,4.59375676936613,-0.046936834175856,0.0729488419276948,70.9415043326846,69.5941683302797,88.0663206082232,81.4241050666226,54.6525538912054,59.6472393106582,44522.0681808737,44942.8277480857,54576.27551472,54494.9807484173,24619.1508515302,24648.1802368632,4.07718347663768,3.94232172549763,5.44138646865107,4.73735432813351,3.00216882504775,3.1078260960604,444,537,67290189.1484375,250,269160.75659375,12872599.9960938,0.191299804013
"CHN",31,1,"Sichuan","China",30.6171,102.7103,231,"2020-02-02",24,155,250,2020-02-02,"2020-02-09","2020-02-16","2020-01-22",0.0733456655632911,0.0523892542559977,"CN","China","People's Republic of China",NA,6.87446616032247,6.20758076719772,9.28097710797969,7.45050809533824,4.77545689414123,4.97558033169894,80.5734214388022,84.7364784882555,92.3821591276851,91.3226919461017,66.1149913135183,77.1473780635517,39479.985497687,40419.3248501126,59230.6773237288,56575.0766594762,20434.4073570847,23735.8106150586,6.3562117845604,6.44551728102359,7.3483336969128,7.14444598814549,5.13878537653605,5.80035357727902,386,481,55404673.4667969,687,80647.2685106214,11693510.578824,0.211056393750461
"CHN",31,1,"Fujian","China",26.0789,117.9874,179,"2020-02-03",20,82,111,2020-02-03,"2020-02-10","2020-02-17","2020-01-22",0.053876371640277,0.0344639369385546,"CN","China","People's Republic of China",NA,12.3650655375712,9.95276896293096,18.1941762921622,12.0617454824283,8.5012567589842,8.5012567589842,74.5359597412187,64.7042085025473,91.8822489134705,74.0995068240297,49.8064770755956,49.8064770755956,50452.7530824048,64587.7874711498,76316.1305225673,76316.1305225673,16302.1694595509,36642.232979166,8.48378642958146,6.18534910793151,13.165988230163,7.72627919917694,4.46232448747081,4.46232448747081,261,290,26580634.2875977,175,151889.338786272,3902449.43774414,0.146815512207885
"CHN",31,1,"Guangxi","China",23.8298,108.7881,127,"2020-02-03",16,83,111,2020-02-03,"2020-02-10","2020-02-17","2020-01-22",0.0718457777512682,0.0448631133723488,"CN","China","People's Republic of China",NA,12.5822658469883,11.3574119236863,19.8853574710815,14.6143421232801,7.99492332538091,8.30006155199683,79.5069407821344,68.8487256448323,96.1044994173763,89.5428273153714,54.6100580589766,54.7979867998169,43736.4768363714,57805.16797859,79349.248177973,78796.5558266739,11884.4728346333,22455.207030527,9.17869017071352,7.20752618700353,14.8994375418344,11.123892403338,5.71228594546515,5.71662650793634,210,238,32852790.234375,331,99253.1427020393,5646908.89086914,0.171885214332894
"CHN",31,1,"Guizhou","China",26.8154,106.8748,46,"2020-02-03",8,63,100,2020-02-03,"2020-02-10","2020-02-17","2020-01-22",0.12324378367715,0.0824975160870887,"CN","China","People's Republic of China",NA,5.37741219304567,4.68126867450103,10.606400335652,6.8446127446099,1.61817299095848,2.044930308613,86.8115488823671,85.2855723980759,96.0693160642634,95.503762787814,65.8363494022878,73.0748325330734,34046.6516475489,35725.1420137508,65855.1699357673,58215.4872643703,12735.6279397312,14975.1936069317,6.12986712646438,5.72761027421788,8.40823468748178,6.91483056537535,4.71101127900874,4.93172701972053,109,146,24252412.2910156,260,93278.5088115986,4094228.89916992,0.16881738814438
"CHN",31,1,"Jiangsu","China",32.9711,119.455,271,"2020-02-03",35,221,355,2020-02-03,"2020-02-10","2020-02-17","2020-01-22",0.085194270801801,0.0598022535871712,"CN","China","People's Republic of China",NA,5.43337247990265,4.54453615446959,7.82717845951632,7.10247365786604,2.38705356090362,2.40369927749453,79.4799675482047,72.6408079767942,96.4101618831069,87.6189940820494,61.9881206495598,63.0586109583506,40119.4503206299,51840.4699219274,62265.3209796516,61992.708826987,9988.50582858899,28087.7036875896,5.66808832430897,4.83699389032522,7.70004188749814,5.74196371971769,3.91454972604446,3.93385011219197,492,626,58848077.4804688,159,370113.694845715,12010814.7734375,0.204098677266454
"CHN",31,1,"Jiangxi","China",27.614,115.7221,391,"2020-02-03",58,380,539,2020-02-03,"2020-02-10","2020-02-17","2020-01-22",0.0969972590825662,0.061891216154424,"CN","China","People's Republic of China",NA,8.19761664079164,7.20288898733873,12.7073832823728,10.7380973072436,4.81134408722032,4.97547573656734,81.7062210483377,73.3622948239687,97.1654301610375,88.2426535083994,58.7109804036753,58.7109804036753,38480.3301904759,51721.8840845828,69974.1379560863,69974.1379560863,6138.29483666732,22310.2365972833,6.964602912054,5.80014175196204,9.70909335243712,7.89876081756612,4.93513954489579,4.93513954489579,771,930,34022410.7089844,249,136636.187586283,5146938.61547852,0.151280832493135
